genome_count	ncbi_bioproject
      1 PRJNA513256
      1 PRJNA513080
      1 PRJNA513008
      1 PRJNA512885
      1 PRJNA512852
      1 PRJNA512851
      1 PRJNA512567
      1 PRJNA51243
      1 PRJNA512401
      1 PRJNA512369
      1 PRJNA511972
      1 PRJNA511729
      1 PRJNA511718
      1 PRJNA511641
      1 PRJNA51151
      1 PRJNA51119
      1 PRJNA51071
      1 PRJNA510559
      1 PRJNA510491
      1 PRJNA510490
      1 PRJNA51047
      1 PRJNA51045
      1 PRJNA510429
      1 PRJNA510297
      1 PRJNA51025
      1 PRJNA51023
      1 PRJNA510229
      1 PRJNA510202
      1 PRJNA510171
      1 PRJNA51015
      1 PRJNA510132
      1 PRJNA510127
      1 PRJNA510075
      1 PRJNA51005
      1 PRJNA510037
      1 PRJNA51003
      1 PRJNA51001
      1 PRJNA50999
      1 PRJNA50983
      1 PRJNA50981
      1 PRJNA50979
      1 PRJNA50963
      1 PRJNA50961
      1 PRJNA50959
      1 PRJNA509546
      1 PRJNA509543
      1 PRJNA50945
      1 PRJNA50939
      1 PRJNA50937
      1 PRJNA509362
      1 PRJNA509357
      1 PRJNA50935
      1 PRJNA50933
      1 PRJNA509299
      1 PRJNA50929
      1 PRJNA509286
      1 PRJNA50927
      1 PRJNA50917
      1 PRJNA50913
      1 PRJNA509089
      1 PRJNA509075
      1 PRJNA508995
      1 PRJNA508774
      1 PRJNA508744
      1 PRJNA50869
      1 PRJNA508613
      1 PRJNA508509
      1 PRJNA508495
      1 PRJNA508455
      1 PRJNA508406
      1 PRJNA508357
      1 PRJNA50811
      1 PRJNA507915
      1 PRJNA50779
      1 PRJNA507706
      1 PRJNA507671
      1 PRJNA507347
      1 PRJNA507313
      1 PRJNA507081
      1 PRJNA507068
      1 PRJNA506409
      1 PRJNA506362
      1 PRJNA506232
      1 PRJNA506219
      1 PRJNA506155
      1 PRJNA506117
      1 PRJNA505543
      1 PRJNA505406
      1 PRJNA505404
      1 PRJNA505403
      1 PRJNA505402
      1 PRJNA505230
      1 PRJNA505115
      1 PRJNA50511
      1 PRJNA505087
      1 PRJNA504556
      1 PRJNA504532
      1 PRJNA504441
      1 PRJNA50401
      1 PRJNA503709
      1 PRJNA503680
      1 PRJNA503627
      1 PRJNA503600
      1 PRJNA503598
      1 PRJNA503597
      1 PRJNA503596
      1 PRJNA503595
      1 PRJNA503594
      1 PRJNA503590
      1 PRJNA503563
      1 PRJNA503557
      1 PRJNA503556
      1 PRJNA503555
      1 PRJNA503553
      1 PRJNA503548
      1 PRJNA503547
      1 PRJNA503545
      1 PRJNA503544
      1 PRJNA503543
      1 PRJNA50313
      1 PRJNA503113
      1 PRJNA503106
      1 PRJNA503105
      1 PRJNA503102
      1 PRJNA503101
      1 PRJNA501839
      1 PRJNA501416
      1 PRJNA50099
      1 PRJNA500718
      1 PRJNA500378
      1 PRJNA500377
      1 PRJNA500344
      1 PRJNA500337
      1 PRJNA500305
      1 PRJNA50029
      1 PRJNA49977
      1 PRJNA499491
      1 PRJNA49915
      1 PRJNA499091
      1 PRJNA499034
      1 PRJNA499028
      1 PRJNA498931
      1 PRJNA498814
      1 PRJNA498807
      1 PRJNA498800
      1 PRJNA498584
      1 PRJNA498490
      1 PRJNA498392
      1 PRJNA498214
      1 PRJNA498008
      1 PRJNA497967
      1 PRJNA497888
      1 PRJNA497659
      1 PRJNA497206
      1 PRJNA496565
      1 PRJNA496424
      1 PRJNA496031
      1 PRJNA495458
      1 PRJNA495451
      1 PRJNA49525
      1 PRJNA494979
      1 PRJNA494838
      1 PRJNA494596
      1 PRJNA494506
      1 PRJNA494492
      1 PRJNA49443
      1 PRJNA49399
      1 PRJNA49385
      1 PRJNA493554
      1 PRJNA493226
      1 PRJNA493211
      1 PRJNA493151
      1 PRJNA492817
      1 PRJNA492813
      1 PRJNA492709
      1 PRJNA492197
      1 PRJNA491989
      1 PRJNA491938
      1 PRJNA491815
      1 PRJNA491705
      1 PRJNA491536
      1 PRJNA491375
      1 PRJNA49109
      1 PRJNA49107
      1 PRJNA49105
      1 PRJNA49103
      1 PRJNA49101
      1 PRJNA49099
      1 PRJNA49097
      1 PRJNA49095
      1 PRJNA49091
      1 PRJNA49087
      1 PRJNA49083
      1 PRJNA49081
      1 PRJNA49079
      1 PRJNA49077
      1 PRJNA490768
      1 PRJNA49075
      1 PRJNA49073
      1 PRJNA49071
      1 PRJNA49069
      1 PRJNA490650
      1 PRJNA49065
      1 PRJNA49063
      1 PRJNA49061
      1 PRJNA49055
      1 PRJNA49053
      1 PRJNA49039
      1 PRJNA490339
      1 PRJNA490017
      1 PRJNA489767
      1 PRJNA48969
      1 PRJNA48965
      1 PRJNA48961
      1 PRJNA48955
      1 PRJNA48945
      1 PRJNA48937
      1 PRJNA48933
      1 PRJNA48929
      1 PRJNA489221
      1 PRJNA48915
      1 PRJNA48911
      1 PRJNA489090
      1 PRJNA48899
      1 PRJNA48893
      1 PRJNA48885
      1 PRJNA488714
      1 PRJNA48869
      1 PRJNA48859
      1 PRJNA48855
      1 PRJNA48841
      1 PRJNA48839
      1 PRJNA48833
      1 PRJNA48831
      1 PRJNA488171
      1 PRJNA488154
      1 PRJNA48797
      1 PRJNA48795
      1 PRJNA48793
      1 PRJNA48789
      1 PRJNA48787
      1 PRJNA48785
      1 PRJNA48783
      1 PRJNA48781
      1 PRJNA48779
      1 PRJNA48777
      1 PRJNA48775
      1 PRJNA48771
      1 PRJNA487706
      1 PRJNA48769
      1 PRJNA487686
      1 PRJNA48765
      1 PRJNA48761
      1 PRJNA48755
      1 PRJNA48753
      1 PRJNA48751
      1 PRJNA48747
      1 PRJNA48743
      1 PRJNA48739
      1 PRJNA48737
      1 PRJNA487318
      1 PRJNA48731
      1 PRJNA48729
      1 PRJNA48725
      1 PRJNA487235
      1 PRJNA48721
      1 PRJNA48719
      1 PRJNA48717
      1 PRJNA48715
      1 PRJNA487130
      1 PRJNA48713
      1 PRJNA48705
      1 PRJNA48703
      1 PRJNA48701
      1 PRJNA48695
      1 PRJNA48691
      1 PRJNA48689
      1 PRJNA486877
      1 PRJNA48687
      1 PRJNA48685
      1 PRJNA48683
      1 PRJNA48677
      1 PRJNA486745
      1 PRJNA48667
      1 PRJNA48651
      1 PRJNA486495
      1 PRJNA48649
      1 PRJNA486427
      1 PRJNA486381
      1 PRJNA486380
      1 PRJNA486378
      1 PRJNA486371
      1 PRJNA486324
      1 PRJNA486320
      1 PRJNA486287
      1 PRJNA486177
      1 PRJNA486074
      1 PRJNA486038
      1 PRJNA485668
      1 PRJNA485605
      1 PRJNA485593
      1 PRJNA485554
      1 PRJNA485550
      1 PRJNA485467
      1 PRJNA48513
      1 PRJNA485019
      1 PRJNA485001
      1 PRJNA484667
      1 PRJNA484501
      1 PRJNA484416
      1 PRJNA484312
      1 PRJNA484148
      1 PRJNA48409
      1 PRJNA48407
      1 PRJNA48405
      1 PRJNA484024
      1 PRJNA483438
      1 PRJNA48313
      1 PRJNA482909
      1 PRJNA482901
      1 PRJNA482896
      1 PRJNA48277
      1 PRJNA48271
      1 PRJNA482675
      1 PRJNA48265
      1 PRJNA48261
      1 PRJNA48259
      1 PRJNA48257
      1 PRJNA48255
      1 PRJNA482532
      1 PRJNA48253
      1 PRJNA48251
      1 PRJNA48249
      1 PRJNA482260
      1 PRJNA482073
      1 PRJNA482007
      1 PRJNA480870
      1 PRJNA480763
      1 PRJNA480762
      1 PRJNA480756
      1 PRJNA480753
      1 PRJNA48065
      1 PRJNA480635
      1 PRJNA480634
      1 PRJNA48063
      1 PRJNA480599
      1 PRJNA480561
      1 PRJNA480236
      1 PRJNA48013
      1 PRJNA480027
      1 PRJNA479753
      1 PRJNA479708
      1 PRJNA479707
      1 PRJNA47949
      1 PRJNA479443
      1 PRJNA479398
      1 PRJNA479396
      1 PRJNA478695
      1 PRJNA478186
      1 PRJNA477755
      1 PRJNA477686
      1 PRJNA477682
      1 PRJNA477598
      1 PRJNA477356
      1 PRJNA476509
      1 PRJNA476202
      1 PRJNA476038
      1 PRJNA476036
      1 PRJNA475843
      1 PRJNA47575
      1 PRJNA475503
      1 PRJNA475430
      1 PRJNA474621
      1 PRJNA474530
      1 PRJNA474402
      1 PRJNA474356
      1 PRJNA474242
      1 PRJNA473899
      1 PRJNA473627
      1 PRJNA473395
      1 PRJNA47337
      1 PRJNA473231
      1 PRJNA473038
      1 PRJNA473035
      1 PRJNA472876
      1 PRJNA472875
      1 PRJNA472857
      1 PRJNA472831
      1 PRJNA472830
      1 PRJNA472657
      1 PRJNA472233
      1 PRJNA472177
      1 PRJNA472164
      1 PRJNA472163
      1 PRJNA472140
      1 PRJNA472056
      1 PRJNA471966
      1 PRJNA47189
      1 PRJNA471810
      1 PRJNA471790
      1 PRJNA471718
      1 PRJNA471408
      1 PRJNA471407
      1 PRJNA471406
      1 PRJNA471167
      1 PRJNA471120
      1 PRJNA471116
      1 PRJNA471017
      1 PRJNA470993
      1 PRJNA470809
      1 PRJNA470808
      1 PRJNA470802
      1 PRJNA470798
      1 PRJNA470753
      1 PRJNA470639
      1 PRJNA470581
      1 PRJNA47035
      1 PRJNA46683
      1 PRJNA46635
      1 PRJNA46519
      1 PRJNA46495
      1 PRJNA464391
      1 PRJNA464303
      1 PRJNA46417
      1 PRJNA46369
      1 PRJNA463435
      1 PRJNA463428
      1 PRJNA463420
      1 PRJNA463118
      1 PRJNA463116
      1 PRJNA463047
      1 PRJNA463045
      1 PRJNA463043
      1 PRJNA463041
      1 PRJNA462566
      1 PRJNA461265
      1 PRJNA460940
      1 PRJNA460938
      1 PRJNA459512
      1 PRJNA45951
      1 PRJNA45919
      1 PRJNA459084
      1 PRJNA456038
      1 PRJNA454851
      1 PRJNA454827
      1 PRJNA454825
      1 PRJNA454800
      1 PRJNA454689
      1 PRJNA454688
      1 PRJNA454687
      1 PRJNA454682
      1 PRJNA454439
      1 PRJNA454210
      1 PRJNA453403
      1 PRJNA453142
      1 PRJNA451499
      1 PRJNA451376
      1 PRJNA451375
      1 PRJNA451373
      1 PRJNA451351
      1 PRJNA451209
      1 PRJNA451175
      1 PRJNA451079
      1 PRJNA451067
      1 PRJNA451065
      1 PRJNA451063
      1 PRJNA451054
      1 PRJNA450905
      1 PRJNA450811
      1 PRJNA450308
      1 PRJNA449808
      1 PRJNA449302
      1 PRJNA449061
      1 PRJNA449018
      1 PRJNA449015
      1 PRJNA449014
      1 PRJNA449010
      1 PRJNA448889
      1 PRJNA448786
      1 PRJNA448642
      1 PRJNA448390
      1 PRJNA448362
      1 PRJNA445914
      1 PRJNA445831
      1 PRJNA445340
      1 PRJNA445206
      1 PRJNA443924
      1 PRJNA443606
      1 PRJNA443599
      1 PRJNA443584
      1 PRJNA443582
      1 PRJNA443
      1 PRJNA442911
      1 PRJNA442910
      1 PRJNA442909
      1 PRJNA442838
      1 PRJNA442837
      1 PRJNA442821
      1 PRJNA441727
      1 PRJNA441706
      1 PRJNA441682
      1 PRJNA440763
      1 PRJNA439995
      1 PRJNA439973
      1 PRJNA439971
      1 PRJNA439970
      1 PRJNA439857
      1 PRJNA439855
      1 PRJNA439853
      1 PRJNA439850
      1 PRJNA438882
      1 PRJNA438214
      1 PRJNA437884
      1 PRJNA437819
      1 PRJNA437811
      1 PRJNA437367
      1 PRJNA437365
      1 PRJNA437158
      1 PRJNA437118
      1 PRJNA437078
      1 PRJNA437053
      1 PRJNA437037
      1 PRJNA436895
      1 PRJNA436877
      1 PRJNA436690
      1 PRJNA436555
      1 PRJNA43625
      1 PRJNA43623
      1 PRJNA43613
      1 PRJNA43605
      1 PRJNA43603
      1 PRJNA435819
      1 PRJNA435487
      1 PRJNA43535
      1 PRJNA43533
      1 PRJNA43511
      1 PRJNA43507
      1 PRJNA43505
      1 PRJNA434783
      1 PRJNA434637
      1 PRJNA434634
      1 PRJNA434554
      1 PRJNA434395
      1 PRJNA434382
      1 PRJNA434362
      1 PRJNA433857
      1 PRJNA433689
      1 PRJNA433457
      1 PRJNA433428
      1 PRJNA433424
      1 PRJNA433314
      1 PRJNA433283
      1 PRJNA433086
      1 PRJNA433074
      1 PRJNA432872
      1 PRJNA432767
      1 PRJNA432652
      1 PRJNA432648
      1 PRJNA432490
      1 PRJNA432486
      1 PRJNA432108
      1 PRJNA431955
      1 PRJNA431712
      1 PRJNA431622
      1 PRJNA431460
      1 PRJNA431311
      1 PRJNA431299
      1 PRJNA431082
      1 PRJNA431039
      1 PRJNA430936
      1 PRJNA430912
      1 PRJNA43087
      1 PRJNA430789
      1 PRJNA430768
      1 PRJNA430462
      1 PRJNA430443
      1 PRJNA430263
      1 PRJNA429997
      1 PRJNA429321
      1 PRJNA429216
      1 PRJNA42915
      1 PRJNA42909
      1 PRJNA429063
      1 PRJNA429012
      1 PRJNA42849
      1 PRJNA428295
      1 PRJNA428153
      1 PRJNA42813
      1 PRJNA428126
      1 PRJNA427761
      1 PRJNA427705
      1 PRJNA427672
      1 PRJNA427385
      1 PRJNA427210
      1 PRJNA427093
      1 PRJNA427092
      1 PRJNA42541
      1 PRJNA42531
      1 PRJNA42505
      1 PRJNA42473
      1 PRJNA42375
      1 PRJNA423165
      1 PRJNA422750
      1 PRJNA422348
      1 PRJNA422289
      1 PRJNA421438
      1 PRJNA421317
      1 PRJNA421262
      1 PRJNA421259
      1 PRJNA421080
      1 PRJNA421009
      1 PRJNA420934
      1 PRJNA420928
      1 PRJNA420390
      1 PRJNA420150
      1 PRJNA420059
      1 PRJNA420048
      1 PRJNA420006
      1 PRJNA419966
      1 PRJNA419899
      1 PRJNA419856
      1 PRJNA41983
      1 PRJNA41973
      1 PRJNA419710
      1 PRJNA41967
      1 PRJNA419656
      1 PRJNA41965
      1 PRJNA419609
      1 PRJNA419607
      1 PRJNA419606
      1 PRJNA41957
      1 PRJNA419430
      1 PRJNA419276
      1 PRJNA41921
      1 PRJNA419206
      1 PRJNA419115
      1 PRJNA419091
      1 PRJNA419072
      1 PRJNA418654
      1 PRJNA418653
      1 PRJNA418651
      1 PRJNA418647
      1 PRJNA418644
      1 PRJNA418609
      1 PRJNA418607
      1 PRJNA418605
      1 PRJNA418388
      1 PRJNA418386
      1 PRJNA418349
      1 PRJNA418312
      1 PRJNA418105
      1 PRJNA418017
      1 PRJNA417863
      1 PRJNA417805
      1 PRJNA417800
      1 PRJNA417387
      1 PRJNA417339
      1 PRJNA417245
      1 PRJNA417226
      1 PRJNA417198
      1 PRJNA417137
      1 PRJNA417090
      1 PRJNA416861
      1 PRJNA41651
      1 PRJNA41649
      1 PRJNA41643
      1 PRJNA41641
      1 PRJNA41639
      1 PRJNA416225
      1 PRJNA416217
      1 PRJNA416170
      1 PRJNA416127
      1 PRJNA416126
      1 PRJNA415978
      1 PRJNA415789
      1 PRJNA415787
      1 PRJNA415784
      1 PRJNA415782
      1 PRJNA415781
      1 PRJNA415780
      1 PRJNA415779
      1 PRJNA415777
      1 PRJNA415776
      1 PRJNA415774
      1 PRJNA415743
      1 PRJNA415695
      1 PRJNA415564
      1 PRJNA415491
      1 PRJNA415142
      1 PRJNA414740
      1 PRJNA414692
      1 PRJNA41469
      1 PRJNA414631
      1 PRJNA414456
      1 PRJNA414266
      1 PRJNA414258
      1 PRJNA414243
      1 PRJNA41379
      1 PRJNA413687
      1 PRJNA413640
      1 PRJNA413589
      1 PRJNA413285
      1 PRJNA413069
      1 PRJNA412972
      1 PRJNA412705
      1 PRJNA412557
      1 PRJNA41237
      1 PRJNA412168
      1 PRJNA411887
      1 PRJNA41103
      1 PRJNA408218
      1 PRJNA408006
      1 PRJNA40777
      1 PRJNA407431
      1 PRJNA407404
      1 PRJNA407004
      1 PRJNA40683
      1 PRJNA405984
      1 PRJNA40501
      1 PRJNA404064
      1 PRJNA40359
      1 PRJNA40287
      1 PRJNA40277
      1 PRJNA40273
      1 PRJNA40271
      1 PRJNA40267
      1 PRJNA40261
      1 PRJNA40257
      1 PRJNA402488
      1 PRJNA402475
      1 PRJNA402420
      1 PRJNA402402
      1 PRJNA402084
      1 PRJNA40193
      1 PRJNA401484
      1 PRJNA401331
      1 PRJNA401218
      1 PRJNA401216
      1 PRJNA401091
      1 PRJNA40107
      1 PRJNA401064
      1 PRJNA401000
      1 PRJNA40093
      1 PRJNA40091
      1 PRJNA40089
      1 PRJNA400697
      1 PRJNA400696
      1 PRJNA400683
      1 PRJNA400563
      1 PRJNA40043
      1 PRJNA400362
      1 PRJNA400361
      1 PRJNA400360
      1 PRJNA400335
      1 PRJNA40029
      1 PRJNA40027
      1 PRJNA399634
      1 PRJNA399551
      1 PRJNA398728
      1 PRJNA398725
      1 PRJNA398549
      1 PRJNA398463
      1 PRJNA398461
      1 PRJNA398460
      1 PRJNA398456
      1 PRJNA398382
      1 PRJNA398281
      1 PRJNA398137
      1 PRJNA397974
      1 PRJNA397965
      1 PRJNA397838
      1 PRJNA39783
      1 PRJNA397822
      1 PRJNA39781
      1 PRJNA397580
      1 PRJNA397535
      1 PRJNA397527
      1 PRJNA397516
      1 PRJNA39697
      1 PRJNA396838
      1 PRJNA396688
      1 PRJNA396587
      1 PRJNA396462
      1 PRJNA396216
      1 PRJNA396190
      1 PRJNA396121
      1 PRJNA395842
      1 PRJNA395643
      1 PRJNA395487
      1 PRJNA395376
      1 PRJNA395369
      1 PRJNA395141
      1 PRJNA395049
      1 PRJNA394894
      1 PRJNA394885
      1 PRJNA394701
      1 PRJNA394645
      1 PRJNA394136
      1 PRJNA39413
      1 PRJNA39411
      1 PRJNA394013
      1 PRJNA39399
      1 PRJNA39397
      1 PRJNA39395
      1 PRJNA39389
      1 PRJNA39387
      1 PRJNA39385
      1 PRJNA39383
      1 PRJNA39381
      1 PRJNA393793
      1 PRJNA39379
      1 PRJNA39377
      1 PRJNA39373
      1 PRJNA39371
      1 PRJNA39369
      1 PRJNA39361
      1 PRJNA393298
      1 PRJNA393240
      1 PRJNA392432
      1 PRJNA392245
      1 PRJNA391848
      1 PRJNA39163
      1 PRJNA39161
      1 PRJNA39159
      1 PRJNA39157
      1 PRJNA39155
      1 PRJNA39149
      1 PRJNA391393
      1 PRJNA391375
      1 PRJNA391217
      1 PRJNA391210
      1 PRJNA390982
      1 PRJNA39093
      1 PRJNA39091
      1 PRJNA390877
      1 PRJNA390870
      1 PRJNA390699
      1 PRJNA390691
      1 PRJNA39065
      1 PRJNA39063
      1 PRJNA390580
      1 PRJNA390294
      1 PRJNA390013
      1 PRJNA390008
      1 PRJNA389779
      1 PRJNA389670
      1 PRJNA38967
      1 PRJNA389651
      1 PRJNA389632
      1 PRJNA389626
      1 PRJNA389561
      1 PRJNA389526
      1 PRJNA389471
      1 PRJNA389415
      1 PRJNA389368
      1 PRJNA389342
      1 PRJNA389152
      1 PRJNA388547
      1 PRJNA388336
      1 PRJNA388268
      1 PRJNA38767
      1 PRJNA387667
      1 PRJNA38765
      1 PRJNA387603
      1 PRJNA387592
      1 PRJNA387524
      1 PRJNA387519
      1 PRJNA387404
      1 PRJNA387341
      1 PRJNA387021
      1 PRJNA386766
      1 PRJNA386763
      1 PRJNA386761
      1 PRJNA386737
      1 PRJNA386696
      1 PRJNA386686
      1 PRJNA386667
      1 PRJNA386639
      1 PRJNA386638
      1 PRJNA386054
      1 PRJNA385743
      1 PRJNA38569
      1 PRJNA385680
      1 PRJNA38567
      1 PRJNA38565
      1 PRJNA38559
      1 PRJNA385255
      1 PRJNA385241
      1 PRJNA385239
      1 PRJNA385236
      1 PRJNA384919
      1 PRJNA384845
      1 PRJNA384709
      1 PRJNA384500
      1 PRJNA384303
      1 PRJNA384245
      1 PRJNA384237
      1 PRJNA383927
      1 PRJNA383787
      1 PRJNA383785
      1 PRJNA383784
      1 PRJNA383773
      1 PRJNA383754
      1 PRJNA383678
      1 PRJNA383479
      1 PRJNA383473
      1 PRJNA383352
      1 PRJNA383287
      1 PRJNA383158
      1 PRJNA38311
      1 PRJNA383102
      1 PRJNA383101
      1 PRJNA383058
      1 PRJNA38305
      1 PRJNA382612
      1 PRJNA382491
      1 PRJNA382474
      1 PRJNA382451
      1 PRJNA382076
      1 PRJNA381145
      1 PRJNA381117
      1 PRJNA381102
      1 PRJNA380995
      1 PRJNA380517
      1 PRJNA380432
      1 PRJNA380351
      1 PRJNA380207
      1 PRJNA380034
      1 PRJNA380030
      1 PRJNA380017
      1 PRJNA379904
      1 PRJNA379758
      1 PRJNA379672
      1 PRJNA37909
      1 PRJNA378805
      1 PRJNA378630
      1 PRJNA378615
      1 PRJNA378614
      1 PRJNA378585
      1 PRJNA378457
      1 PRJNA378339
      1 PRJNA377966
      1 PRJNA377928
      1 PRJNA377560
      1 PRJNA37727
      1 PRJNA377261
      1 PRJNA37717
      1 PRJNA37679
      1 PRJNA376786
      1 PRJNA376695
      1 PRJNA376501
      1 PRJNA376496
      1 PRJNA376231
      1 PRJNA376164
      1 PRJNA375797
      1 PRJNA375758
      1 PRJNA375625
      1 PRJNA375615
      1 PRJNA375207
      1 PRJNA375202
      1 PRJNA374925
      1 PRJNA374788
      1 PRJNA374478
      1 PRJNA374409
      1 PRJNA374353
      1 PRJNA374027
      1 PRJNA373939
      1 PRJNA373937
      1 PRJNA373935
      1 PRJNA37295
      1 PRJNA371745
      1 PRJNA371679
      1 PRJNA371542
      1 PRJNA371449
      1 PRJNA371353
      1 PRJNA370768
      1 PRJNA370730
      1 PRJNA370729
      1 PRJNA370151
      1 PRJNA370025
      1 PRJNA369852
      1 PRJNA369851
      1 PRJNA369850
      1 PRJNA369849
      1 PRJNA369848
      1 PRJNA369847
      1 PRJNA369846
      1 PRJNA369845
      1 PRJNA369844
      1 PRJNA369843
      1 PRJNA369842
      1 PRJNA369841
      1 PRJNA369840
      1 PRJNA369839
      1 PRJNA369838
      1 PRJNA369835
      1 PRJNA369834
      1 PRJNA369833
      1 PRJNA369832
      1 PRJNA369831
      1 PRJNA369829
      1 PRJNA369828
      1 PRJNA369827
      1 PRJNA369826
      1 PRJNA369822
      1 PRJNA369821
      1 PRJNA369820
      1 PRJNA369819
      1 PRJNA369818
      1 PRJNA369817
      1 PRJNA369816
      1 PRJNA369815
      1 PRJNA369814
      1 PRJNA369813
      1 PRJNA369811
      1 PRJNA369810
      1 PRJNA369809
      1 PRJNA369807
      1 PRJNA369571
      1 PRJNA369567
      1 PRJNA369468
      1 PRJNA369464
      1 PRJNA369449
      1 PRJNA369437
      1 PRJNA369278
      1 PRJNA369132
      1 PRJNA368811
      1 PRJNA366012
      1 PRJNA366011
      1 PRJNA36545
      1 PRJNA364981
      1 PRJNA364976
      1 PRJNA364965
      1 PRJNA364816
      1 PRJNA364810
      1 PRJNA364807
      1 PRJNA364786
      1 PRJNA364291
      1 PRJNA364289
      1 PRJNA363633
      1 PRJNA36325
      1 PRJNA362996
      1 PRJNA362755
      1 PRJNA362754
      1 PRJNA362740
      1 PRJNA362264
      1 PRJNA362263
      1 PRJNA362260
      1 PRJNA362259
      1 PRJNA362245
      1 PRJNA361576
      1 PRJNA361511
      1 PRJNA361197
      1 PRJNA361070
      1 PRJNA361027
      1 PRJNA360827
      1 PRJNA360826
      1 PRJNA360556
      1 PRJNA360234
      1 PRJNA360207
      1 PRJNA360206
      1 PRJNA360205
      1 PRJNA360188
      1 PRJNA360134
      1 PRJNA360122
      1 PRJNA360027
      1 PRJNA360016
      1 PRJNA360015
      1 PRJNA360012
      1 PRJNA359742
      1 PRJNA359739
      1 PRJNA359480
      1 PRJNA359479
      1 PRJNA359477
      1 PRJNA359476
      1 PRJNA359475
      1 PRJNA359419
      1 PRJNA359415
      1 PRJNA358857
      1 PRJNA358448
      1 PRJNA357984
      1 PRJNA357972
      1 PRJNA357968
      1 PRJNA357965
      1 PRJNA357858
      1 PRJNA357857
      1 PRJNA357535
      1 PRJNA357119
      1 PRJNA357090
      1 PRJNA356812
      1 PRJNA356737
      1 PRJNA356350
      1 PRJNA356348
      1 PRJNA356334
      1 PRJNA356276
      1 PRJNA356267
      1 PRJNA356198
      1 PRJNA356197
      1 PRJNA356187
      1 PRJNA356098
      1 PRJNA355900
      1 PRJNA355380
      1 PRJNA355376
      1 PRJNA355374
      1 PRJNA355346
      1 PRJNA355345
      1 PRJNA355344
      1 PRJNA355343
      1 PRJNA355327
      1 PRJNA355307
      1 PRJNA355236
      1 PRJNA355137
      1 PRJNA355006
      1 PRJNA354504
      1 PRJNA354433
      1 PRJNA354244
      1 PRJNA353917
      1 PRJNA353915
      1 PRJNA353891
      1 PRJNA353879
      1 PRJNA353273
      1 PRJNA352960
      1 PRJNA352923
      1 PRJNA352718
      1 PRJNA352711
      1 PRJNA352704
      1 PRJNA352689
      1 PRJNA352329
      1 PRJNA352117
      1 PRJNA352099
      1 PRJNA351846
      1 PRJNA351793
      1 PRJNA351245
      1 PRJNA350904
      1 PRJNA349813
      1 PRJNA349477
      1 PRJNA349231
      1 PRJNA349219
      1 PRJNA349218
      1 PRJNA349170
      1 PRJNA348831
      1 PRJNA348820
      1 PRJNA348797
      1 PRJNA348782
      1 PRJNA348517
      1 PRJNA348460
      1 PRJNA348427
      1 PRJNA348412
      1 PRJNA348152
      1 PRJNA348151
      1 PRJNA348150
      1 PRJNA347880
      1 PRJNA347875
      1 PRJNA34785
      1 PRJNA347845
      1 PRJNA347631
      1 PRJNA347546
      1 PRJNA347521
      1 PRJNA347487
      1 PRJNA347483
      1 PRJNA347481
      1 PRJNA347140
      1 PRJNA347052
      1 PRJNA347017
      1 PRJNA346229
      1 PRJNA34609
      1 PRJNA345533
      1 PRJNA34553
      1 PRJNA34551
      1 PRJNA345107
      1 PRJNA344842
      1 PRJNA344840
      1 PRJNA344775
      1 PRJNA344691
      1 PRJNA344439
      1 PRJNA344436
      1 PRJNA344368
      1 PRJNA344012
      1 PRJNA343741
      1 PRJNA343736
      1 PRJNA343707
      1 PRJNA343705
      1 PRJNA343703
      1 PRJNA343699
      1 PRJNA343698
      1 PRJNA343697
      1 PRJNA343694
      1 PRJNA343693
      1 PRJNA343413
      1 PRJNA343406
      1 PRJNA343398
      1 PRJNA343109
      1 PRJNA343069
      1 PRJNA342909
      1 PRJNA342907
      1 PRJNA342563
      1 PRJNA342519
      1 PRJNA342515
      1 PRJNA342019
      1 PRJNA342018
      1 PRJNA342016
      1 PRJNA342013
      1 PRJNA341965
      1 PRJNA341855
      1 PRJNA341827
      1 PRJNA341475
      1 PRJNA341281
      1 PRJNA340971
      1 PRJNA340882
      1 PRJNA34085
      1 PRJNA340226
      1 PRJNA340180
      1 PRJNA340134
      1 PRJNA340089
      1 PRJNA340013
      1 PRJNA339982
      1 PRJNA339932
      1 PRJNA339927
      1 PRJNA339923
      1 PRJNA339918
      1 PRJNA339917
      1 PRJNA339843
      1 PRJNA339717
      1 PRJNA339642
      1 PRJNA339501
      1 PRJNA338969
      1 PRJNA338857
      1 PRJNA338856
      1 PRJNA338788
      1 PRJNA338661
      1 PRJNA33821
      1 PRJNA338131
      1 PRJNA338027
      1 PRJNA338025
      1 PRJNA337919
      1 PRJNA336459
      1 PRJNA33639
      1 PRJNA336324
      1 PRJNA336156
      1 PRJNA336081
      1 PRJNA336078
      1 PRJNA33599
      1 PRJNA335703
      1 PRJNA335569
      1 PRJNA335529
      1 PRJNA335528
      1 PRJNA335526
      1 PRJNA333783
      1 PRJNA33361
      1 PRJNA332778
      1 PRJNA33173
      1 PRJNA33149
      1 PRJNA331466
      1 PRJNA331204
      1 PRJNA331201
      1 PRJNA331200
      1 PRJNA331199
      1 PRJNA331198
      1 PRJNA331194
      1 PRJNA331193
      1 PRJNA331189
      1 PRJNA330682
      1 PRJNA330673
      1 PRJNA330622
      1 PRJNA330523
      1 PRJNA330475
      1 PRJNA330448
      1 PRJNA329643
      1 PRJNA329640
      1 PRJNA329584
      1 PRJNA329475
