genome_count	ncbi_bioproject
      1 PRJEB15849
      1 PRJEB15840
      1 PRJEB15825
      1 PRJEB15805
      1 PRJEB15803
      1 PRJEB158
      1 PRJEB15758
      1 PRJEB157
      1 PRJEB156
      1 PRJEB15584
      1 PRJEB155
      1 PRJEB15472
      1 PRJEB15400
      1 PRJEB15306
      1 PRJEB15302
      1 PRJEB153
      1 PRJEB15255
      1 PRJEB15088
      1 PRJEB15026
      1 PRJEB1459
      1 PRJEB14573
      1 PRJEB14566
      1 PRJEB14559
      1 PRJEB14557
      1 PRJEB14434
      1 PRJEB14432
      1 PRJEB14431
      1 PRJEB14429
      1 PRJEB14296
      1 PRJEB14295
      1 PRJEB14294
      1 PRJEB140
      1 PRJEB13997
      1 PRJEB1398
      1 PRJEB13958
      1 PRJEB13909
      1 PRJEB13531
      1 PRJEB13530
      1 PRJEB13529
      1 PRJEB13528
      1 PRJEB13527
      1 PRJEB13526
      1 PRJEB13525
      1 PRJEB13524
      1 PRJEB1344
      1 PRJEB13327
      1 PRJEB13038
      1 PRJEB13037
      1 PRJEB13036
      1 PRJEB13035
      1 PRJEB13029
      1 PRJEB13012
      1 PRJEB13003
      1 PRJEB12809
      1 PRJEB12692
      1 PRJEB12691
      1 PRJEB12552
      1 PRJEB12512
      1 PRJEB12484
      1 PRJEB12482
      1 PRJEB12390
      1 PRJEB12389
      1 PRJEB12388
      1 PRJEB12386
      1 PRJEB12385
      1 PRJEB12317
      1 PRJEB12303
      1 PRJEB1226
      1 PRJEB12177
      1 PRJEB12176
      1 PRJEB12154
      1 PRJEB12068
      1 PRJEB1194
      1 PRJEB11880
      1 PRJEB11867
      1 PRJEB11856
      1 PRJEB11786
      1 PRJEB11785
      1 PRJEB11728
      1 PRJEB11720
      1 PRJEB11717
      1 PRJEB11714
      1 PRJEB11632
      1 PRJEB1161
      1 PRJEB11520
      1 PRJEB11505
      1 PRJEB1144
      1 PRJEB1143
      1 PRJEB1142
      1 PRJEB11417
      1 PRJEB1141
      1 PRJEB11399
      1 PRJEB11219
      1 PRJEB10948
      1 PRJEB10876
      1 PRJEB10869
      1 PRJEB10815
      1 PRJEB10694
      1 PRJEB10583
      1 PRJEB1046
      1 PRJEB1045
      1 PRJEB1044
      1 PRJEB1043
      1 PRJEB1042
      1 PRJEB1041
      1 PRJEB1040
      1 PRJEB1039
      1 PRJEB1038
      1 PRJEB1037
      1 PRJEB1036
      1 PRJEB1035
      1 PRJEB1034
      1 PRJEB1033
      1 PRJEB1032
      1 PRJEB1031
      1 PRJEB10306
      1 PRJEB1030
      1 PRJEB1029
      1 PRJEB1028
      1 PRJEB1027
      1 PRJEB1026
      1 PRJEB1025
      1 PRJEB1024
      1 PRJEB1023
      1 PRJEB1022
      1 PRJEB1021
      1 PRJEB1020
      1 PRJEB1019
      1 PRJEB1018
      1 PRJEB1017
      1 PRJEB1016
      1 PRJEB1015
      1 PRJEB1014
      1 PRJEB1013
      1 PRJEB1012
      1 PRJEB1011
      1 PRJEB1010
      1 PRJEB1009
      1 PRJEB1008
      1 PRJEB1007
      1 PRJEB1006
      1 PRJEB1005
      1 PRJEB1004
      1 PRJEB1003
      1 PRJEB1002
      1 PRJEB1001
      1 PRJEB1000
      1 PRJEA89447
      1 PRJEA82615
      1 PRJEA78129
      1 PRJEA76965
      1 PRJEA73571
      1 PRJEA66093
      1 PRJEA65021
      1 PRJEA62451
      1 PRJEA62449
      1 PRJEA62443
      1 PRJEA62441
      1 PRJEA62409
      1 PRJEA62405
      1 PRJEA60775
      1 PRJEA60773
      1 PRJEA60771
      1 PRJEA52451
      1 PRJEA50685
      1 PRJEA49037
      1 PRJEA46849
      1 PRJEA46433
      1 PRJEA42413
      1 PRJEA39965
      1 PRJEA31271
      1 PRJEA28687
      1 PRJEA28309
      1 PRJEA28295
      1 PRJDB9849
      1 PRJDB983
      1 PRJDB9762
      1 PRJDB9579
      1 PRJDB9574
      1 PRJDB9475
      1 PRJDB938
      1 PRJDB934
      1 PRJDB9337
      1 PRJDB9286
      1 PRJDB928
      1 PRJDB926
      1 PRJDB9252
      1 PRJDB925
      1 PRJDB924
      1 PRJDB923
      1 PRJDB919
      1 PRJDB918
      1 PRJDB917
      1 PRJDB916
      1 PRJDB915
      1 PRJDB9144
      1 PRJDB9122
      1 PRJDB911
      1 PRJDB910
      1 PRJDB902
      1 PRJDB901
      1 PRJDB900
      1 PRJDB8990
      1 PRJDB899
      1 PRJDB8973
      1 PRJDB897
      1 PRJDB895
      1 PRJDB894
      1 PRJDB893
      1 PRJDB892
      1 PRJDB891
      1 PRJDB887
      1 PRJDB8853
      1 PRJDB885
      1 PRJDB884
      1 PRJDB883
      1 PRJDB882
      1 PRJDB881
      1 PRJDB880
      1 PRJDB879
      1 PRJDB878
      1 PRJDB877
      1 PRJDB873
      1 PRJDB872
      1 PRJDB8719
      1 PRJDB8712
      1 PRJDB871
      1 PRJDB870
      1 PRJDB862
      1 PRJDB861
      1 PRJDB860
      1 PRJDB859
      1 PRJDB8560
      1 PRJDB851
      1 PRJDB850
      1 PRJDB849
      1 PRJDB8488
      1 PRJDB846
      1 PRJDB844
      1 PRJDB841
      1 PRJDB840
      1 PRJDB838
      1 PRJDB837
      1 PRJDB836
      1 PRJDB8357
      1 PRJDB833
      1 PRJDB832
      1 PRJDB831
      1 PRJDB830
      1 PRJDB829
      1 PRJDB828
      1 PRJDB827
      1 PRJDB826
      1 PRJDB822
      1 PRJDB821
      1 PRJDB819
      1 PRJDB8187
      1 PRJDB818
      1 PRJDB8173
      1 PRJDB8172
      1 PRJDB8127
      1 PRJDB812
      1 PRJDB808
      1 PRJDB804
      1 PRJDB803
      1 PRJDB802
      1 PRJDB801
      1 PRJDB800
      1 PRJDB799
      1 PRJDB798
      1 PRJDB797
      1 PRJDB796
      1 PRJDB795
      1 PRJDB794
      1 PRJDB793
      1 PRJDB792
      1 PRJDB791
      1 PRJDB790
      1 PRJDB789
      1 PRJDB7871
      1 PRJDB787
      1 PRJDB786
      1 PRJDB7859
      1 PRJDB784
      1 PRJDB783
      1 PRJDB7823
      1 PRJDB782
      1 PRJDB781
      1 PRJDB780
      1 PRJDB779
      1 PRJDB7787
      1 PRJDB777
      1 PRJDB7766
      1 PRJDB776
      1 PRJDB775
      1 PRJDB772
      1 PRJDB771
      1 PRJDB770
      1 PRJDB77
      1 PRJDB769
      1 PRJDB767
      1 PRJDB766
      1 PRJDB763
      1 PRJDB761
      1 PRJDB7607
      1 PRJDB755
      1 PRJDB7540
      1 PRJDB7539
      1 PRJDB744
      1 PRJDB736
      1 PRJDB7296
      1 PRJDB7087
      1 PRJDB7048
      1 PRJDB7001
      1 PRJDB6985
      1 PRJDB689
      1 PRJDB6885
      1 PRJDB6806
      1 PRJDB68
      1 PRJDB677
      1 PRJDB6766
      1 PRJDB676
      1 PRJDB6687
      1 PRJDB666
      1 PRJDB6645
      1 PRJDB663
      1 PRJDB660
      1 PRJDB6565
      1 PRJDB643
      1 PRJDB642
      1 PRJDB6418
      1 PRJDB641
      1 PRJDB639
      1 PRJDB6380
      1 PRJDB638
      1 PRJDB636
      1 PRJDB635
      1 PRJDB634
      1 PRJDB633
      1 PRJDB630
      1 PRJDB627
      1 PRJDB623
      1 PRJDB6224
      1 PRJDB621
      1 PRJDB620
      1 PRJDB6190
      1 PRJDB619
      1 PRJDB615
      1 PRJDB612
      1 PRJDB611
      1 PRJDB610
      1 PRJDB6041
      1 PRJDB602
      1 PRJDB5979
      1 PRJDB5909
      1 PRJDB5885
      1 PRJDB579
      1 PRJDB5740
      1 PRJDB574
      1 PRJDB572
      1 PRJDB570
      1 PRJDB5682
      1 PRJDB5666
      1 PRJDB5664
      1 PRJDB566
      1 PRJDB564
      1 PRJDB562
      1 PRJDB560
      1 PRJDB5594
      1 PRJDB5579
      1 PRJDB557
      1 PRJDB556
      1 PRJDB552
      1 PRJDB5494
      1 PRJDB5430
      1 PRJDB543
      1 PRJDB542
      1 PRJDB541
      1 PRJDB540
      1 PRJDB539
      1 PRJDB538
      1 PRJDB5370
      1 PRJDB537
      1 PRJDB536
      1 PRJDB535
      1 PRJDB534
      1 PRJDB533
      1 PRJDB532
      1 PRJDB531
      1 PRJDB530
      1 PRJDB529
      1 PRJDB5285
      1 PRJDB528
      1 PRJDB5275
      1 PRJDB527
      1 PRJDB526
      1 PRJDB5254
      1 PRJDB525
      1 PRJDB524
      1 PRJDB523
      1 PRJDB522
      1 PRJDB521
      1 PRJDB5208
      1 PRJDB5207
      1 PRJDB5156
      1 PRJDB5119
      1 PRJDB5074
      1 PRJDB5
      1 PRJDB499
      1 PRJDB492
      1 PRJDB4843
      1 PRJDB4842
      1 PRJDB4739
      1 PRJDB4674
      1 PRJDB4665
      1 PRJDB4493
      1 PRJDB4464
      1 PRJDB4440
      1 PRJDB422
      1 PRJDB4138
      1 PRJDB4137
      1 PRJDB4136
      1 PRJDB4135
      1 PRJDB4134
      1 PRJDB4133
      1 PRJDB4132
      1 PRJDB4131
      1 PRJDB4130
      1 PRJDB4129
      1 PRJDB4128
      1 PRJDB4127
      1 PRJDB4126
      1 PRJDB4125
      1 PRJDB4124
      1 PRJDB4123
      1 PRJDB4122
      1 PRJDB4121
      1 PRJDB4120
      1 PRJDB4119
      1 PRJDB4072
      1 PRJDB4051
      1 PRJDB4009
      1 PRJDB3571
      1 PRJDB3555
      1 PRJDB3470
      1 PRJDB3462
      1 PRJDB3425
      1 PRJDB3370
      1 PRJDB3368
      1 PRJDB3331
      1 PRJDB3226
      1 PRJDB3210
      1 PRJDB3129
      1 PRJDB3128
      1 PRJDB3094
      1 PRJDB3086
      1 PRJDB3057
      1 PRJDB3049
      1 PRJDB2999
      1 PRJDB2950
      1 PRJDB2890
      1 PRJDB2872
      1 PRJDB2871
      1 PRJDB24
      1 PRJDB196
      1 PRJDB1742
      1 PRJDB1739
      1 PRJDB1729
      1 PRJDB1716
      1 PRJDB1715
      1 PRJDB1714
      1 PRJDB1713
      1 PRJDB1712
      1 PRJDB1711
      1 PRJDB1709
      1 PRJDB1708
      1 PRJDB1707
      1 PRJDB1705
      1 PRJDB1704
      1 PRJDB1690
      1 PRJDB169
      1 PRJDB1678
      1 PRJDB1677
      1 PRJDB1676
      1 PRJDB1675
      1 PRJDB1674
      1 PRJDB1673
      1 PRJDB1654
      1 PRJDB1653
      1 PRJDB1631
      1 PRJDB1630
      1 PRJDB1629
      1 PRJDB1628
      1 PRJDB1627
      1 PRJDB1626
      1 PRJDB1625
      1 PRJDB1622
      1 PRJDB1621
      1 PRJDB1620
      1 PRJDB1618
      1 PRJDB1615
      1 PRJDB1611
      1 PRJDB1610
      1 PRJDB1577
      1 PRJDB1525
      1 PRJDB1524
      1 PRJDB1518
      1 PRJDB1482
      1 PRJDB1469
      1 PRJDB1468
      1 PRJDB1467
      1 PRJDB1430
      1 PRJDB1421
      1 PRJDB1420
      1 PRJDB1419
      1 PRJDB1418
      1 PRJDB1417
      1 PRJDB1331
      1 PRJDB1322
      1 PRJDB11573
      1 PRJDB115
      1 PRJDB1133
      1 PRJDB1132
      1 PRJDB1131
      1 PRJDB11257
      1 PRJDB11251
      1 PRJDB11244
      1 PRJDB11073
      1 PRJDB11072
      1 PRJDB11003
      1 PRJDB11
      1 PRJDB10928
      1 PRJDB10742
      1 PRJDB10720
      1 PRJDB1068
      1 PRJDB10632
      1 PRJDB10512
      1 PRJDB10511
      1 PRJDB10508
      1 PRJDB10456
      1 PRJDB10372
      1 PRJDB10335
      1 PRJDB10187
      1 PRJDB10112
      1 PRJDB10106
      1 PRJDA69975
      1 PRJDA69957
      1 PRJDA63645
      1 PRJDA61721
      1 PRJDA53367
      1 PRJDA49157
      1 PRJDA29025
      1 PRJDA19023
