SRA_Accession,Sample,Omega_P_High,Omega_P_Med,Omega_P_Low,Omega_N_High,Omega_N_Med,Omega_N_Low,Omega_Fe_High,Omega_Fe_Med,Omega_Fe_Low,Theta,Pro_SCCG,cirA,expD,febB,fepB,fepC,tolQ,tonB,crp1390,PMM0804,isiA,dpsA,fur,futA,futB,futC,isiB,focA,moaA,moaB,moaD,moaE,moeA,narB,moaC,mobA,napA,tauE,cynA,cynS,nirA,unkN1,unkN2,ureA,ureB,ureC,ureD,ureE,ureF,ureG,urtA,dadA,amt1,carA,carB,gdhA,glnA,glnB,glsF,nadB,ntcA,pipX,speA,speB,amtB,thiO,phoA,phoX,PMM707,PMM721,acr3,arsR,chrA,gap1,mfs,phoB,phoE,phoR,ptrA,unkP1,unkP2,unkP3,unkP4,unkP5,PMM719,PMM722,phnD,ppA,ppK,ppX,pstA,pstB,pstC,pstS,sqdB,Cruise,Cruise_Station,Depth_m_,Year,Month,Day,Local_Hour,LatitudeDegN,LongitudeDegE
SAMN15783053,N482014_274_meta,-0.682029041,-0.710195362,-0.34409537,-1.252895304,-1.455209481,0.097311995,4.674831352,1.868393091,-0.266398907,0.989634374,229.4785378,0.014180979,0.062342965,0.042022913,0.066873813,0.267473981,0.084570944,0.016592804,1.517250812,0.907769047,2.910073136,0.002726752,0.844676298,0.790786383,1.413876021,1.016060795,1.125969186,0,0.00110708,0.004762665,0,0.001129776,0.001766544,0.006346735,0.001389803,0,0.002944396,0.000224802,0.003443225,0.003562719,0.005624188,0.000140967,0.000401186,0.406345298,0.553034974,0.758062812,0.285934072,0.214350716,0.257200112,0.403526308,0.561675707,0.032790569,1.25526202,0.980738037,2.615187451,1.178226049,1.290422475,2.706886596,1.226981435,1.369629895,1.309581972,0.988616156,0.991766975,0.966303137,0.923481093,1.32115783,0.000161216,0,0.000186568,0.009574322,0.001293088,0.154335789,0.000731612,0.924169853,0.927223476,0.002911737,0.000673376,0.000726597,0.000307484,0.019451789,0,0.001009322,0.000260717,0.00035887,0.795201413,0.608958414,0.013851238,1.149204146,0.898098514,1.031275998,1.213988375,1.165742185,1.525314672,1.275654704,1.535647654,NH1418,15,5,2014,9,28,NA,-2.001,-150
SAMN15783054,N482014_322_meta,-0.679730736,-0.690042511,-0.411104005,-1.234213098,-1.499184819,-0.043525542,4.441229033,1.130896003,-0.084875605,0.97848016,235.6210871,0.008706534,0.03659498,0.033067394,0.067358186,0.192441326,0.069998519,0.005501614,1.479238864,1.066833551,3.521214161,0,1.089860189,0.891349997,1.228306385,0.92631442,1.350742776,0.002149973,0.001225682,0.001354683,0.001616801,0.002058754,0.002044756,0.005698152,0.00179894,0.000891027,0.00252283,0.000415428,0.003767627,0.004941894,0.003261899,0.001707192,0,0.411986077,0.354151167,0.478760898,0.300977973,0.267721016,0.281856823,0.394277793,0.448840343,0.021695557,1.336429362,0.990256162,2.238557427,1.080327227,1.371980918,2.672422496,1.183745216,1.167908636,1.202680868,1.040123342,1.078565881,0.96386404,0.728286599,1.343382243,0.002172792,7.04E-05,0.001169486,0.020238337,0.000335834,0.254199583,0.001176035,1.002250847,0.883638573,0.003155423,0.001232986,0.002199885,0.000469004,0.004900195,0.003587277,0,0.001102293,0.000676309,0.970241333,0.718105737,0.046658883,1.110763858,0.914721788,1.052482355,1.189819262,1.183703929,1.076239652,1.452613668,1.250488953,NH1418,16,5,2014,9,28,NA,-3.0001,-149.67
SAMN15783056,N482014_338_meta,-0.6786116,-0.697855305,-0.225477165,-1.21219265,-1.411780132,0.091057152,4.295227609,1.455911165,0.197471526,0.993007332,290.7971658,0.019928687,0.042285724,0.032272032,0.061986652,0.230310351,0.056386063,0.014103093,1.739932182,1.043411047,4.08831309,0,0.969303299,0.963885406,1.411501629,0.94904688,1.40522567,0.008642305,0.004658367,0.005126973,0.000204692,0.005986099,0.003848966,0.015173095,0.008370633,0.000544639,0.007099202,0.00281565,0.003967088,0.001897549,0.008698199,0.00681477,0,0.444731751,0.590267015,0.706482494,0.26471549,0.242971954,0.256418266,0.410731104,0.611896214,0.041696916,1.552065033,0.972513461,2.404924564,1.211177327,1.473927381,2.764551831,1.266029956,1.28341051,1.229228956,0.943036125,1.044077904,0.902640932,0.792491305,1.304673341,0.000646886,0.001060289,3.15E-05,0.009922549,0.003095281,0.193905164,0.001886168,0.95160001,0.933867382,0.0067871,0.004414031,0.001249146,0.001005183,0.007741505,0.004974012,0.001890116,0.000225497,0.000755193,0.947221462,0.665637469,0.057622556,1.186446591,0.864784576,1.01962386,1.231665816,1.368881466,1.373113711,1.320419324,1.506077035,NH1418,17,5,2014,9,29,NA,-0.9993,-150.35
SAMN15783057,N482014_354_meta,-0.679174519,-0.709064763,-0.225684893,-1.191611993,-1.450272784,0.182116141,4.306932379,1.345785815,-0.066924793,0.996559217,191.0029822,0.015613733,0.031387458,0.040602742,0.060599644,0.239929671,0.046337054,0.01477431,1.614140551,0.887420493,3.786051365,0,0.894514951,0.994822779,1.480816289,0.870218664,1.179374224,0.022658551,0.006481463,0.011782565,0,0.000515353,0.006979779,0.013957138,0.009005957,0,0.00322756,0,7.45E-05,0.001132004,0.01976287,0.000876269,0,0.389121842,0.54676121,0.723000866,0.263691344,0.220205986,0.219528927,0.460450613,0.631516307,0.017399799,1.503676175,0.892006181,2.43053229,1.244627023,1.585120714,2.908015607,1.3192884,1.392179446,1.430381665,0.89791225,1.07881793,0.893019057,0.698186077,1.394923126,0.000695955,0.00083641,1.60E-05,0.020554437,0.002066244,0.185141421,0.001373951,0.914975209,0.900729102,0.002233535,0.003279044,0.001062555,0.000729045,0,0.000685604,0,0.001276504,0.005256052,0.969202949,0.567855112,0.051780032,1.068081766,0.869982076,1.102969191,1.187783144,1.208403967,1.454029124,1.307570355,1.680051365,NH1418,18,5,2014,9,29,NA,0.4971,-150.87
SAMN15783058,N482014_370_meta,-0.681415556,-0.704490369,-0.205759365,-1.15606863,-1.297110453,0.23548192,4.351020402,1.369974915,0.360177847,1.013198919,289.1076624,0.011951363,0.044830304,0.034915732,0.056804904,0.241458425,0.048478355,0.017979481,1.926383054,1.042762683,4.112771246,0,0.961273419,1.038315235,1.551953473,0.99783957,1.288120358,0.007721885,0.019870684,0.021473249,0.00023334,0.010869367,0.008559995,0.045844759,0.022703604,0,0.022176998,0.000123533,0.019216901,0.002313736,0.020295049,0.000243243,0,0.498015849,0.701223103,0.933232717,0.306070893,0.272481245,0.277166079,0.509418647,0.76818604,0.046744594,1.766294818,0.932809849,2.47762481,1.243758059,1.600544105,2.99698272,1.284790357,1.348298278,1.378325758,0.93936366,1.005082536,0.958673027,0.712134307,1.378957171,0.000291244,0.000173998,0,0.031284027,0.000540563,0.220143021,0.001950751,0.890417916,0.907918345,0.002870058,0.004160288,0.001796173,0,0,0.004426593,0.002102425,0.00192423,0.00132931,0.97003294,0.613767034,0.041117851,1.264617275,0.883494358,1.087393207,1.210654494,1.358959898,1.42497363,1.315948341,1.460204252,NH1418,19,5,2014,9,30,NA,0.9972,-151.04
SAMN15783059,N482014_386_meta,-0.68171625,-0.697176985,-0.25978248,-1.123367118,-1.23133473,0.230429476,4.439932617,1.227023603,0.304754058,1.011016282,437.5392775,0.01134941,0.045497316,0.034173422,0.039597978,0.242872428,0.067014111,0.006680719,1.983972697,1.014225996,3.952055713,0,0.992581158,1.030290996,1.489961921,0.956274113,1.337806859,0.008097017,0.022003256,0.018856604,0.002738983,0.01413655,0.017313777,0.048788174,0.023212496,0,0.032231688,0.000888809,0.014106542,0.010845873,0.028106782,0.00019287,0,0.532553792,0.71077197,0.99694667,0.337102239,0.267577248,0.289784442,0.588101097,0.851151389,0.043046355,1.662308117,0.8921911,2.596643549,1.256159301,1.668456689,2.899393757,1.28846975,1.430965141,1.40902003,0.850349871,0.988989619,0.94592828,0.745531106,1.398737093,0.000334258,4.80E-05,0.000377424,0.018855826,0.0003504,0.205027415,0.001158587,0.99920032,0.884765727,0.001304214,0.004091074,0.001618633,0,0.003555236,0.007931261,0.001831768,0.00143379,0.0003854,1.003677548,0.567630408,0.030298831,1.20565658,0.817885087,1.024964028,1.142256799,1.414152366,1.612902005,1.299120248,1.479260382,NH1418,20,5,2014,9,30,NA,1.4993,-151.22
SAMN15783060,N482014_402_meta,-0.681278852,-0.699935378,-0.241981325,-1.182124431,-1.410613513,0.177185428,4.456042705,1.393959224,0.198846718,1.003684228,213.8047818,0.015003828,0.038403184,0.034184726,0.060582115,0.206808853,0.060296839,0.019208352,1.805785617,1.099594172,3.807861029,0,0.937582381,0.98911435,1.476459952,0.925486088,1.325262203,0.006384944,0.008349194,0.006359053,0.002821146,0.016013412,0.004664211,0.024448388,0.007246717,0.000215339,0.016568261,0.000445444,0.00532413,0.006446902,0.014474717,0.00519027,1.48E-05,0.428832638,0.512302435,0.75462865,0.287896297,0.225751109,0.218489022,0.421123945,0.750940586,0.039650395,1.681345107,0.959581966,2.503065073,1.188400138,1.636563556,2.835353803,1.250880475,1.429765438,1.381198764,0.884747825,0.987293295,0.964302491,0.742436142,1.277493627,0.000878061,0,0,0.011189989,0,0.223392932,0.001944053,0.919631889,0.925171928,0.004734907,0.003999642,0.00052452,0.000261294,0.00067785,0.004677164,0.002218214,0.005045102,0.0020176,0.916965344,0.606775343,0.015306895,1.198276656,0.882519886,1.03109232,1.259511143,1.451822818,1.52434532,1.323518688,1.451219529,NH1418,21,5,2014,10,1,NA,3.9985,-152.09
SAMN15783061,N482014_418_meta,-0.657783418,-0.599038091,0.170901514,0.880065098,0.363640885,0.112061072,-0.265816037,1.97537848,0.28159434,1.459429032,197.9335552,0.020839463,0.04153206,0.050357131,0.087210142,0.204716941,0.069150909,0.030054116,1.734068206,1.123785133,2.886937175,0,1.51444004,1.252164562,1.212133378,1.037571446,1.222800989,0.000144032,0.492310353,0.425354453,0,0.326599218,0.375915911,0.722717067,0.425777833,0.000260519,0.511778136,0.000908861,0.262352979,0.184564621,0.461838751,2.84E-05,0,1.298098715,1.420408061,1.640197897,1.036103792,0.920883955,0.840634583,1.152316687,1.454864944,1.022712807,1.611945492,1.179338998,1.409564172,0.317593355,1.692546059,2.920728684,1.331306276,1.26966674,1.441048336,1.171392924,1.171926803,1.93354527,0.001559463,1.016730229,0.004855214,0.00704627,0.004019306,0.678276307,0.000349806,0.362381922,0.03658419,0.354775302,0.360430056,0.035479698,0.034685261,0.028703024,0.000451593,0.024113884,0.522421586,0,0.032288018,0.021199429,1.042707977,1.140151975,0.002821792,1.535636953,1.004601069,1.150092961,1.388534024,1.46441473,1.48875663,1.625896709,1.40781757,NH1418,22,5,2014,10,2,NA,7.9994,-153.48
SAMN15783062,N482014_434_meta,-0.674781576,-0.720412948,0.314860362,0.264937788,0.236117516,0.29390772,-0.240039355,1.825604151,0.460952203,1.407260669,611.9967167,0.023925977,0.031462427,0.038652187,0.095796389,0.254241821,0.065691119,0.019931489,2.061230743,1.002532961,3.532418111,0.000243577,1.423886204,1.272065483,1.275316141,1.03074796,1.300722824,0.000170208,0.336005571,0.396658232,0.000985585,0.178892269,0.242755298,0.466000553,0.307682062,0.000379159,0.413466671,0.00100936,0.274779427,0.269267034,0.34891978,0.000698642,0.00011412,1.015913904,1.361145066,2.018643856,0.79440477,0.715442379,0.702589977,1.184562388,1.712882923,0.876258197,2.01660302,1.153928686,1.457814391,0.693007759,1.938943517,2.994421181,1.38627246,1.437852455,1.672613617,0.984893401,1.067264089,2.001523845,0.005777495,0.884286536,0.001118756,0.002276213,0.002919539,0.610656386,0.00169218,0.104594378,0.018714378,0.145669374,0.144570133,0.008992379,0.015744379,0.009512507,0.001600673,0.005833444,0.53630073,0.000754922,0.015493832,0.007033759,1.083054021,0.844771285,0.0037686,1.807593843,0.898966028,1.150766115,1.43659353,1.535287236,1.814171283,1.572682751,1.592705793,NH1418,23,5,2014,10,3,NA,9.0001,-154.17
SAMN15783063,N482014_466_meta,-0.660413436,-0.622613706,0.07913831,0.403588616,0.343023246,0.211849411,-0.265816037,-0.224773167,0.39060707,1.571867034,214.4881532,0.003122641,0.003862364,0.007183579,0.023918655,0.055911243,0.012673022,0.004104385,1.830009987,1.054765561,3.25134824,0,1.507069513,1.295844221,1.312302105,1.04122668,1.160284302,0,0.348554582,0.352052596,0,0.255513071,0.267851267,0.571726599,0.300121135,0,0.485401893,0.000283683,0.278731586,0.217719242,0.402626213,0,0,1.154594606,1.525329507,1.922733676,0.939075717,0.841075101,0.7990588,1.123172883,1.636623038,0.928945549,1.863482553,1.155432346,1.543845064,0.123715976,1.849476762,2.997285905,1.44888854,1.432657644,1.700639134,0.982196208,1.130215747,2.021827746,0.003700926,1.011369669,0.0090182,0.004499895,0.006436678,0.544629984,0.001457245,0.17521972,0.045239522,0.216398424,0.182393377,0.034919001,0.044139541,0.035764188,0.001018962,0.04443789,0.741799211,0,0.086819508,0.025743,0.560458972,0.956176873,0.000132314,1.63417839,0.911179391,1.167011438,1.444550352,1.517186981,1.661721385,1.623087215,1.440735592,NH1418,25,5,2014,10,5,NA,14.999,-156.26
SAMN15783064,N482014_482_meta,-0.67137095,-0.653331862,-0.026259072,0.556795429,0.413194206,-0.003552316,-0.24132218,0.040162175,0.312200808,1.529855887,559.9734383,0.006134676,0.012754457,0.01452991,0.029076822,0.046047682,0.021813136,0.006013716,1.614375481,1.141169048,2.956612203,0.000619234,1.446130427,1.204748184,1.239919694,1.090519583,1.343862761,0.00013511,0.363654862,0.406512788,0.001828318,0.302784125,0.300564241,0.623826966,0.338699193,0.000388074,0.437955011,0.001235414,0.236823193,0.26114897,0.406749343,0.000447078,0.000328814,1.276958258,1.405744583,1.693715946,0.985652946,0.932097718,0.939067301,1.150928413,1.551744855,0.965384628,1.704869634,1.137022147,1.466117864,0.060070386,1.566084192,2.937318312,1.363137594,1.320527082,1.384525499,1.033870679,1.117210178,1.919722635,0.003307877,1.049236707,0.004770637,0.002126374,0.002956817,0.701111196,0.00814826,0.118775189,0.044119569,0.157522147,0.150055382,0.028199604,0.038222193,0.029217154,0.004606229,0.02048924,0.599348156,0.001222848,0.095451588,0.027592679,0.777579251,1.035853043,0.003692057,1.453391337,0.989738379,1.145138955,1.348061197,1.369093555,1.374246201,1.52623598,1.427396283,NH1418,26,5,2014,10,5,NA,16,-156.61
SAMN15783065,N482014_498_meta,-0.63047036,-0.600947292,0.222178579,0.238325813,0.094206583,0.242333058,-0.248815307,0.069156443,0.449513286,1.545120917,774.4575939,0.005339365,0.010250691,0.014099649,0.034244706,0.064977518,0.02164468,0.006557296,1.852611972,0.976286023,3.458656601,0.000317143,1.553413635,1.309304473,1.322915149,0.986808345,1.312931359,0.000116097,0.310996786,0.413727161,0.00176775,0.211620369,0.240181849,0.47536082,0.264672163,8.56E-05,0.377487856,1.37E-05,0.225408893,0.186922453,0.334209483,8.72E-05,0,0.99749148,1.310610767,1.958273833,0.772165407,0.689862772,0.693216461,1.148685007,1.752697668,0.883457638,2.106747763,1.139175543,1.455026004,0.108559106,1.812809707,3.014051107,1.419256283,1.57506919,1.63899738,1.016501092,1.069693869,2.088638052,0.001802717,0.920982418,0.012011289,0.014271431,0.008147335,0.60139309,0.004283653,0.260292035,0.050652481,0.312963117,0.304435487,0.039727706,0.060195969,0.037718578,0.000898832,0.049871276,0.602226401,0.000753215,0.0545109,0.020722072,0.743496261,0.778842357,0.00319975,1.776397971,0.848271695,1.165096385,1.388182852,1.479257639,1.925224146,1.66500918,1.690612526,NH1418,27,5,2014,10,6,NA,17,-157.3
SAMN15783066,P182016_001_meta,-0.678705345,-0.562263346,-0.662099348,-1.028572109,-0.536077355,-0.296712528,-0.265816037,-0.04721923,-0.564753345,0.976541847,69.69614468,0.000413395,0.002391333,0.01739151,0.014549564,0.064558089,0.041885301,0.00551846,1.812072193,0.623659556,2.594431009,0,1.139771979,1.049578009,1.134206701,0.562179689,1.209288309,0.033038149,0.011508344,0.01550743,0.00113873,0.017684053,0.03813636,0.079755689,0.040534565,0.002378121,0.040073027,0.005257136,0.098104209,0.166294565,0.056173654,0.020462543,0,0.730706024,1.08531925,1.381189234,0.531056336,0.57761226,0.576864622,0.834500788,1.11470664,0.655887566,1.642573842,0.903289786,1.041963625,0.009241277,1.214700408,2.914790465,1.482307431,1.467692673,1.318135921,0.902262114,1.091469169,1.546967278,0.036039315,0.965274422,0.003337182,0,0.000828995,0.556840603,0.018562986,0.412166487,0.05320569,0.407736327,0.347954919,0.020736333,0.013486683,0.006887624,0.011114295,0.014347996,0.42147238,0.005900691,0.329650887,0.066957314,0.570007376,0.80758285,0.054037377,1.166262696,1.100521281,0.938694072,0.905744928,0.936629778,1.030635668,0.889218652,1.257955317,P18,NA,7,2016,11,19,16.4166667,32.6263333,-117.50317
SAMN15783067,P182016_002_meta,-0.673874093,-0.65931119,0.083240367,-0.632465416,0.037307072,0.072368487,-0.265816037,-0.024503351,0.331236527,1.41374269,228.6954946,0.004971537,0.010202795,0.019885768,0.031769952,0.038035598,0.020698602,0.00099661,1.651143271,1.128765809,3.165239026,0,1.241323508,1.347081855,1.25287502,1.136107517,1.266112768,0,0.144667239,0.168862889,0,0.069539158,0.110753751,0.244641418,0.1021989,0.000418741,0.147151216,0.000705636,0.105840312,0.049487497,0.142535525,4.30E-05,0,1.310330434,1.42473079,1.717985485,0.936789954,0.946893698,0.929784625,1.160399341,1.585101957,0.986643206,1.82987721,1.187511902,1.464738148,0.019735419,1.669192336,2.82457497,1.396845483,1.371740201,1.427581901,1.105086341,1.16538154,1.764409788,0.003143948,1.039502081,0.00201564,0.002264871,0.003245461,0.374400755,0.002426354,0.20929782,0.027622028,0.258667148,0.270127624,0.024046447,0.036320283,0.028049304,0.001701823,0.026130141,0.674009155,0.003899399,0.02446046,0.010957016,0.62762107,0.975139888,0.00030391,1.592059955,0.979487557,1.206874874,1.376220963,1.502289683,1.543217022,1.499059709,1.493458107,P18,5,7,2016,11,25,4.53333333,22.00365,-109.99967
SAMN15783068,P182016_003_meta,-0.659321456,-0.632480569,0.260441519,-0.649939951,-0.003521748,0.233564634,-0.265816037,-0.205030323,0.505313078,1.519615652,216.4070868,0.002954556,0.001177882,0.005724987,0.024892776,0.03841617,0.020047809,0.00779369,1.854021155,1.126030744,3.337832359,0,1.376805622,1.363406795,1.295061944,1.067411883,1.37117257,0.001109629,0.119314803,0.170199247,0.000623458,0.082786743,0.108761767,0.233256137,0.082140194,0,0.158268786,0.002664975,0.097673689,0.070635561,0.134006222,0,0.000293392,1.205130034,1.402862707,1.935600526,0.900698553,0.887505966,0.793680273,1.123347611,1.741499889,0.97334089,2.040696558,1.183230748,1.443831281,0.019346658,1.867230712,2.928931051,1.426333308,1.470462804,1.650509037,1.049608721,1.110114163,1.769407693,0.008579121,1.120814114,0.00199572,0.007576369,0,0.405166132,0.002829228,0.217684572,0.032120483,0.302302228,0.256340908,0.037221821,0.053258051,0.037209363,0.001714934,0.051098008,0.704827943,0,0.017514982,0.018719259,0.692594709,0.913306516,0.000477765,1.859708421,1.000394538,1.219840474,1.406348298,1.545310011,1.652439386,1.68638539,1.532219952,P18,7,7,2016,11,25,13.4166667,20.9932833,-109.99883
SAMN15783069,P182016_004_meta,-0.672303712,-0.671560959,0.122467957,-0.242452031,0.197656094,0.059287974,-0.24875347,-0.227430954,0.494040817,1.507748316,411.3068152,0.003925942,0.007996988,0.009118698,0.016562479,0.028758052,0.025469904,0.000647647,1.728662456,1.076405429,3.160471635,0.002345967,1.354560537,1.337992548,1.266170529,1.209048969,1.350119285,0,0.211081377,0.22130497,0,0.157037357,0.188120584,0.345839158,0.187128137,0.000304469,0.253003013,0.000382701,0.132237595,0.098849949,0.233349425,0,0,1.304391103,1.506254425,1.812365276,1.001741591,0.850054802,0.963729828,1.252616438,1.707468561,0.966264189,1.80398402,1.175752968,1.427227443,0.097601511,1.710811913,2.835488843,1.423816994,1.374815261,1.483358029,1.075591175,1.151643527,1.662591329,0.00363492,1.005153078,0.003400597,0.002308972,0.000216113,0.411247833,0.002383179,0.182986051,0.026228841,0.260405487,0.233111844,0.02840495,0.025100761,0.017944092,0.001144698,0.018721992,0.641161965,0.00042309,0.045863024,0.014320687,0.651669219,0.975596674,0.002130225,1.57723594,1.043896435,1.186196677,1.373062918,1.416366468,1.555100809,1.567770341,1.575075201,P18,11,7,2016,11,26,13.5833333,19.0001833,-109.9997
SAMN15783070,P182016_005_meta,-0.670045817,-0.654262887,0.36140257,0.093330513,0.20453165,0.318207995,-0.255524374,-0.338694824,0.639447164,1.606986991,571.2640116,0.001960647,0.008387832,0.00779362,0.010317467,0.032464245,0.016034257,0.000743091,1.96484893,1.11532059,3.548144642,8.70E-05,1.479724523,1.397268008,1.327743468,1.056471411,1.366910314,6.72E-05,0.306477149,0.31381411,0,0.187289532,0.239166262,0.445300508,0.239350821,0,0.358838909,0.000175977,0.171508486,0.170003913,0.330402432,7.63E-05,0,1.137088185,1.498905954,1.91794139,0.836796424,0.783095605,0.827585561,1.1601185,1.872956983,0.946292925,2.2191632,1.205646836,1.437720796,0.010316225,1.909763128,3.114193879,1.436735057,1.497696954,1.668589338,1.067549169,1.153408213,1.951540063,0.000842658,0.969755676,0.00194066,0.003688735,0.000567941,0.366333196,0.004397904,0.265787416,0.019620769,0.323213218,0.332220641,0.019516841,0.03612454,0.015456794,0.000482448,0.016354951,0.609592217,0,0.017326376,0.019447757,0.689792942,0.868981053,0.001332693,1.731055057,0.947261393,1.193012469,1.538706757,1.533593592,1.8885064,1.842513042,1.729615495,P18,13,7,2016,11,27,1.21666667,18.0010667,-109.99977
